Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,Delivery_Zone,Distance_km,Partner_Type,Fuel_Cost,Partner_Payout,Delivery_Time_min
Munchies,Sugarfree Gold Low Calorie Sweetner,18500,5,3,17500,300,False,300,Central,1.89,Cycle,0.0,10.67,10.1
Munchies,Cantina Beans Mexican Beans,25000,14,6,21300,410,False,410,South,3.23,Walker,0.0,11.46,26.3
Munchies,Pillsbury Oven Cake Mix - Vanilla,17500,10,6,15600,225,False,225,West,0.56,Walker,0.0,6.12,5.3
Munchies,Hershey's Chocolate Milk Booster,20000,0,6,20000,450,False,450,North,6.08,Rider,7.3,40.4,23.4
Munchies,Popular Essentials Byadagi Chilli Stemless,8000,0,6,8000,100,False,100,North,5.25,Rider,6.3,36.25,22.3
Munchies,Suhana Spice Mix - Chicken Biryani,6600,0,6,6600,50,False,50,East,6.65,Walker,0.0,18.3,62.9
Munchies,Praakritik Organic Yellow Moon Dal,13500,0,6,13500,500,False,500,Central,5.58,Cycle,0.0,21.74,35.5
Munchies,Maggi Magic Cubes Extra Chicken,19900,10,6,17900,240,False,240,North,2.54,Walker,0.0,10.08,22.7
Munchies,Dhara Filtered Groundnut Oil (Jar),105000,0,2,105000,5000,False,5,Central,2.11,Rider,2.53,20.55,8.0
Munchies,24 Mantra Sona Masuri Brown Rice,47500,10,6,42300,5000,False,5,North,5.04,Cycle,0.0,20.12,29.0
Munchies,24 Mantra Organic Pancharatna Dal - Split,13000,7,6,12000,500,False,500,South,2.87,Cycle,0.0,13.61,18.0
Munchies,24 Mantra Organic Cumin Powder,7000,0,6,7000,100,False,100,West,4.18,Rider,5.02,30.9,16.7
Munchies,Popular Essentials Samba Broken Wheat,10000,11,6,8900,500,False,500,North,0.54,Walker,0.0,6.08,5.2
Munchies,Betty Crocker Chocolate Fudge Cake Mix,29500,0,6,29500,475,False,475,Central,0.9,Walker,0.0,6.8,8.8
Munchies,Borges Extra Light Olive Oil Bottle ,260000,46,6,139900,2000,False,2,South,3.98,Walker,0.0,12.96,33.2
Munchies,Flying Bird Premium Orange Artificial Food Essence,6000,0,6,6000,20,False,20,North,4.18,Rider,5.02,30.9,13.7
Munchies,Popular Essentials Red Cherry/Gundu Chilli,9500,0,6,9500,100,False,100,East,5.38,Cycle,0.0,21.14,33.7
Munchies,Super Saver Kolam Rice Sortex Clean ,70000,10,3,63000,5000,False,5,West,1.36,Rider,1.63,16.8,4.9
Munchies,Flying Bird Food Essence - Kewra,5000,0,6,5000,20,False,20,North,3.84,Walker,0.0,12.68,30.9
Munchies,MTR Vada Breakfast,20000,0,1,20000,500,False,500,South,1.76,Rider,2.11,18.8,8.4
Munchies,On1y Pasta Seasoning,9900,0,6,9900,30,False,30,East,1.11,Cycle,0.0,8.33,6.1
Munchies,Praakritik Organic Indrayani Rice,7000,0,6,7000,500,False,500,South,3.17,Rider,3.8,25.85,15.4
Munchies,On1y Pizza Seasoning,9900,0,6,9900,28,False,28,South,1.56,Walker,0.0,8.12,14.7
Munchies,Kitchens of India Mutter Paneer Mix,12000,30,4,8400,285,False,285,East,1.94,Cycle,0.0,10.82,12.7
Munchies,Aashirvaad Svasti Cow Ghee Tetra Pack,29500,0,6,29500,500,False,500,South,2.56,Rider,3.07,22.8,8.7
Munchies,Weikfield Cooker Cake Mix - Vanilla,9500,0,6,9500,150,False,150,East,2.19,Rider,2.63,20.95,7.6
Munchies,Praakritik Organic Kapli Wheat Atta,16500,10,6,14700,1000,False,1,North,1.07,Cycle,0.0,8.21,6.5
Munchies,Epicurea Sushi Rice,29500,0,6,29500,500,False,500,East,1.08,Cycle,0.0,8.24,5.8
Munchies,Sugarfree Natural Green Stevia Leaves Zero Calorie,7500,0,2,7500,100,False,100,East,1.76,Walker,0.0,8.52,15.2
Munchies,Smith & Jones Italian Spices Masala Mix,9900,0,6,9900,75,False,75,West,0.83,Cycle,0.0,7.49,4.7
Munchies,Satyam Nighties Spices  Chilli Bore,8900,10,6,8000,100,False,100,East,4.57,Walker,0.0,14.14,38.0
Munchies,Weikfield Veg Jelly Crystals - Orange,4500,2,6,4400,90,False,90,East,2.37,Rider,2.84,21.85,8.1
Munchies,Praakritik Organic Jumbo Rolled Oats,19000,11,6,16900,500,False,500,North,2.32,Walker,0.0,9.64,22.2
Munchies,On1y Sea Salt Grinder,8900,0,6,8900,100,False,100,West,2.66,Rider,3.19,23.3,8.9
Munchies,Delight Nuts Berries Mix ,39900,20,6,31900,200,False,200,Central,4.81,Cycle,0.0,19.43,24.3
Munchies,Everest Kesari Milk Masala,20500,0,6,20500,50,False,20,North,6.16,Rider,7.39,40.8,26.2
Munchies,Praakritik Organic Ginger Powder,13900,10,6,12500,100,False,100,North,5.43,Cycle,0.0,21.29,37.7
Munchies,Suhana Mutton Gravy Mix,4500,0,4,4500,80,False,80,Central,5.23,Rider,6.28,36.15,19.2
Munchies,On1y Salad Seasoning Grinder,13900,0,6,13900,45,False,45,East,3.65,Rider,4.38,28.25,11.8
Munchies,Figaro Pure Olive Oil,32500,8,1,29900,200,False,200,South,5.01,Rider,6.01,35.05,20.7
Munchies,Madhur Sugar,6000,6,0,5600,1000,True,1,West,4.09,Rider,4.91,30.45,19.7
Munchies,Amul Fresh Cream,6300,0,0,6300,250,True,250,South,1.91,Walker,0.0,8.82,18.3
Munchies,Madhur Pure And Hygienic Sugar,29500,9,0,26600,5000,True,5,Central,1.86,Rider,2.23,19.3,7.9
Munchies,Satyam Poha Jada,3500,8,0,3200,500,True,500,North,2.43,Walker,0.0,9.86,21.0
Munchies,Aashirvaad Superior MP Whole Wheat Atta,5300,1,0,5200,1000,True,1,North,6.42,Cycle,0.0,24.26,39.1
Munchies,Fortune Soyabean Oil,21000,13,0,18100,1000,True,1,West,4.06,Cycle,0.0,17.18,21.0
Munchies,Maggi Masala Ae Magic,5800,6,0,5400,72,True,72,North,5.27,Walker,0.0,15.54,49.3
Munchies,Aashirvaad Iodised Salt ,2200,13,0,1900,1000,True,1,North,2.75,Cycle,0.0,13.25,17.7
Munchies,Maggi 2-Minute Instant Noodles - Masala,4400,0,0,4400,280,True,280,West,3.15,Cycle,0.0,14.45,21.8
Munchies,Popular Essentials Phool Makhana (Jumbo Size),15000,14,0,12800,100,True,100,West,1.32,Rider,1.58,16.6,4.6
Munchies,Aashirvaad Atta With Mutigrains,31500,8,0,28700,5000,True,5,Central,1.61,Rider,1.93,18.05,4.9
Munchies,Tata Sampann Poha,4400,6,0,4100,500,True,500,North,5.88,Rider,7.06,39.4,24.1
Munchies,Fortune Besan Flour,12000,0,0,12000,1000,True,1,North,4.3,Walker,0.0,13.6,40.5
Munchies,Popular Essentials Toor Dal (Un-Polished),8000,7,0,7400,500,True,500,Central,2.69,Walker,0.0,10.38,25.8
Munchies,Everest Tikhalal Hot & Red Chilly Powder,4700,2,0,4600,100,True,100,East,5.72,Cycle,0.0,22.16,30.8
Munchies,Popular Essentials Chia Seeds,5000,2,0,4900,100,True,100,East,2.1,Rider,2.52,20.5,7.4
Munchies,Tata Sampann Unpolished Toor Dal/Arhar Dal,17900,1,0,17700,1000,True,200,East,6.84,Walker,0.0,18.68,61.7
Munchies,Everest Coriander Powder,3200,3,0,3100,100,True,100,Central,2.74,Walker,0.0,10.48,23.7
Munchies,Satyam Thin Poha Patla,3800,7,0,3500,500,True,500,North,2.69,Rider,3.23,23.45,12.7
Munchies,Popular Essentials Sona Masouri Raw Rice,7500,0,0,7500,1000,True,1,Central,2.53,Walker,0.0,10.06,22.6
Munchies,Tata Sampann High Protien Chana Dal - Split,6400,0,0,6400,500,True,500,Central,1.29,Rider,1.55,16.45,5.9
Munchies,Satyam Singdana ,11900,6,0,11100,500,True,500,East,1.22,Cycle,0.0,8.66,7.5
Munchies,Tata Sampann Moong Chilka ,8800,6,0,8200,500,True,500,South,4.71,Cycle,0.0,19.13,30.8
Munchies,Tata Sampann High Protien Toor Dal - Split,9100,2,0,8900,500,True,500,North,6.19,Cycle,0.0,23.57,35.1
Munchies,Ching's Chow Mein Hakka Noodles Masala,1000,0,0,1000,20,True,20,East,5.64,Rider,6.77,38.2,26.3
Munchies,Everest Chat Masala,6500,9,0,5900,100,True,100,South,1.42,Walker,0.0,7.84,12.1
Munchies,Popular Essentials Black Brown Chana (Un-Polished),5500,9,0,5000,500,True,500,South,4.05,Cycle,0.0,17.15,24.7
Munchies,Dabur Ginger Garlic Paste,5000,6,0,4700,200,True,200,West,1.19,Cycle,0.0,8.57,6.5
Munchies,Ching's Secret Veg Hakka Noodles,10700,0,0,10700,600,True,600,North,0.79,Cycle,0.0,7.37,4.7
Munchies,Saffola Oats 100 % Natural,1500,0,0,1500,38,True,38,South,4.77,Walker,0.0,14.54,41.2
Munchies,Everest Kashmiri Lal Chilli Powder,31000,10,0,27900,500,True,500,East,3.98,Walker,0.0,12.96,34.0
Munchies,Popular Essentials Black Raisins Seedless,6000,10,0,5400,100,True,100,West,1.03,Rider,1.24,15.15,5.1
Munchies,Daawat Rozana Super Basmati Rice,7900,0,0,7900,1000,True,1,North,0.73,Cycle,0.0,7.19,3.9
Munchies,Everest Cumin Powder (Jeera),3000,3,0,2900,50,True,50,Central,6.93,Walker,0.0,18.86,66.4
Munchies,Everest Sambhar Masala,3400,2,0,3300,50,True,50,East,0.7,Rider,0.84,13.5,3.5
Munchies,Maggi Chilly Chow Cuppa Noodles,5000,0,0,5000,70,True,70,South,3.39,Cycle,0.0,15.17,17.1
Munchies,Popular Essentials Mustard Seeds Rai Big,2000,0,0,2000,100,True,100,South,3.78,Walker,0.0,12.56,35.5
Munchies,Patanjali Cow's Ghee,56500,0,0,56500,1000,True,1,East,1.26,Walker,0.0,7.52,10.7
Munchies,Everest Amchur Powder,4200,2,0,4100,50,True,50,South,1.6,Rider,1.92,18.0,4.9
Munchies,Daawat Super Basmati Rice,18500,8,0,16900,1000,True,1,West,2.79,Cycle,0.0,13.37,16.2
Munchies,Popular Essentials Sabudana,6000,10,0,5400,500,True,500,North,5.45,Cycle,0.0,21.35,37.4
Munchies,Popular Essentials Brown Sugar,4000,0,0,4000,500,True,500,West,3.8,Walker,0.0,12.6,30.5
Munchies,Everest Coriander Powder,7000,10,0,6300,200,True,200,South,4.65,Cycle,0.0,18.95,28.7
Munchies,Sunfeast Yippee! Magic Masala Noodles,4800,6,0,4500,240,True,240,Central,6.9,Rider,8.28,44.5,27.6
Munchies,Tata Tea Gold,3500,0,0,3500,100,True,200,North,5.49,Walker,0.0,15.98,53.5
Munchies,Daawat Rozana Gold Basmati Rice,9000,1,0,8900,1000,True,1,North,3.32,Walker,0.0,11.64,27.1
Munchies,Top Ramen Masala,9100,9,0,8200,560,True,560,East,3.4,Rider,4.08,27.0,14.8
Munchies,Everest Turmeric Powder,6700,10,0,6000,200,True,200,East,4.52,Walker,0.0,14.04,42.3
Munchies,Popular Essentials Buckwheat Flour (Kuttu Atta),12500,9,0,11300,500,True,500,Central,4.82,Cycle,0.0,19.46,30.5
Munchies,Keya Italian Pizza Oregano,10900,11,0,9700,80,True,80,North,3.75,Cycle,0.0,16.25,25.8
Munchies,Chef's Basket Durum Wheat Penne Pasta,16000,50,0,8000,500,True,500,Central,4.69,Walker,0.0,14.38,45.2
Munchies,Tata Sampann Kala Chana,12500,0,0,12500,1000,True,1,East,0.65,Rider,0.78,13.25,2.0
Munchies,India Gate Basmati Rice,21000,0,0,21000,1000,True,1,East,3.29,Rider,3.95,26.45,13.0
Munchies,24 Mantra Organic Whole Wheat Atta,6400,7,0,5900,1000,True,1,North,2.31,Cycle,0.0,11.93,13.4
Munchies,Zorabian Chicken Kheema Parathas,19000,0,0,19000,300,True,300,West,1.34,Rider,1.61,16.7,4.9
Munchies,Sunfeast Pasta Treat Pack of Tomato Cheese,2800,17,0,2300,65,True,65,South,1.15,Walker,0.0,7.3,10.2
Munchies,Sugarlite 50% Less Calories Sugar Pouch,9900,40,0,5900,500,True,500,East,4.42,Walker,0.0,13.84,38.8
Munchies,Popular Essentials Sabja/Basil Seeds,6000,15,0,5100,100,True,100,East,3.9,Cycle,0.0,16.7,22.9
Munchies,Patanjali Pure Honey,9500,0,0,9500,250,True,250,West,2.15,Cycle,0.0,11.45,15.0
Munchies,Weikfield Falooda Mix - Mango,4900,2,0,4800,200,True,200,West,3.56,Cycle,0.0,15.68,18.4
Munchies,Pro Nature Organic Sonamasoori Brown Rice,10200,7,0,9400,1000,True,1,Central,3.7,Rider,4.44,28.5,17.9
Munchies,Maggi Special Masala Spicy Yummy Noodles,7200,0,0,7200,280,True,280,Central,1.77,Walker,0.0,8.54,15.9
Munchies,Godrej Yummiez Chicken Breakfast Salami,15000,4,0,14300,250,True,250,South,4.74,Walker,0.0,14.48,43.8
Munchies,Everest Saffron Kesar,12000,0,0,12000,1,True,0,South,5.58,Walker,0.0,16.16,53.9
"Dairy, Bread & Batter",Mother Dairy Toned Milk Pouch,2500,0,4,2500,500,False,500,North,5.64,Cycle,0.0,21.92,32.3
"Dairy, Bread & Batter",Mother Dairy Classic Curd,3000,3,6,2900,400,False,400,Central,4.42,Walker,0.0,13.84,39.2
"Dairy, Bread & Batter",Mother Dairy Ultra Full Cream Milk,3100,0,4,3100,500,False,500,East,3.83,Rider,4.6,29.15,14.6
"Dairy, Bread & Batter",Amul Butter - Pasteurised,5000,2,6,4900,100,False,100,Central,0.9,Rider,1.08,14.5,3.4
"Dairy, Bread & Batter",Britannia Sandwich White Bread,3300,0,4,3300,350,False,350,East,2.37,Walker,0.0,9.74,23.3
"Dairy, Bread & Batter",iD Curd Pouch,3500,2,6,3400,400,False,400,West,1.11,Cycle,0.0,8.33,7.4
"Dairy, Bread & Batter",iD Idli & Dosa Batter ,8000,15,6,6800,1000,False,1,Central,6.76,Walker,0.0,18.52,55.6
"Dairy, Bread & Batter",Britannia 100% Whole Wheat Bread,4500,0,4,4500,450,False,450,West,1.38,Rider,1.66,16.9,4.4
"Dairy, Bread & Batter",Britannia Healthy Slice Sandwich Bread,4000,0,4,4000,450,False,450,South,1.49,Rider,1.79,17.45,5.7
"Dairy, Bread & Batter",Gowardhan Classic Block Fresh Paneer,8900,8,6,8100,200,False,200,South,6.28,Rider,7.54,41.4,20.1
"Dairy, Bread & Batter",Amul Processed Cheese Cubes,10600,4,6,10100,200,False,200,North,6.64,Walker,0.0,18.28,61.3
"Dairy, Bread & Batter",Britannia Pav,2200,0,4,2200,250,False,250,Central,5.48,Rider,6.58,37.4,18.0
"Dairy, Bread & Batter",Amul Butter - Pasteurised,24500,2,6,24000,500,False,500,West,0.54,Cycle,0.0,6.62,3.3
"Dairy, Bread & Batter",Arden Eggs White,9700,0,4,9700,696,False,12,East,0.51,Walker,0.0,6.02,4.1
"Dairy, Bread & Batter",Arden Eggs White,6500,15,4,5500,348,False,6,South,2.96,Walker,0.0,10.92,25.6
"Dairy, Bread & Batter",Nestle A+ Nourish Dahi,3500,2,6,3400,200,False,200,South,1.43,Rider,1.72,17.15,6.2
"Dairy, Bread & Batter",Britannia Burger Bun with Sesame Seed,1500,0,4,1500,100,False,100,East,0.62,Rider,0.74,13.1,2.5
"Dairy, Bread & Batter",Amul Frozen Malai Paneer,7500,2,6,7300,200,False,200,West,3.52,Cycle,0.0,15.56,24.5
"Dairy, Bread & Batter",iD Natural Paneer,10500,5,6,9900,200,False,200,West,6.63,Walker,0.0,18.26,64.6
"Dairy, Bread & Batter",Britannia Fruit Bun,1700,0,3,1700,100,False,100,Central,2.6,Rider,3.12,23.0,9.7
"Dairy, Bread & Batter",Amul Cheese - Processed Slices,12200,1,6,12000,200,False,200,Central,4.8,Cycle,0.0,19.4,24.4
"Dairy, Bread & Batter",iD Curd Cup,6000,0,6,6000,400,False,400,North,4.74,Rider,5.69,33.7,22.2
"Dairy, Bread & Batter",The Bake Shop Premium White Sandwich Bread,3000,0,1,3000,400,False,400,South,2.13,Walker,0.0,9.26,20.9
"Dairy, Bread & Batter",Britannia Multigrain Bread ,5500,0,4,5500,400,False,400,Central,4.73,Rider,5.68,33.65,22.0
"Dairy, Bread & Batter",Amul Processed Cheese Block,10600,0,6,10600,200,False,200,West,1.88,Walker,0.0,8.76,15.5
"Dairy, Bread & Batter",Nestle A+ Nourish Dahi,7000,2,6,6800,400,False,400,East,1.29,Rider,1.55,16.45,6.4
"Dairy, Bread & Batter",Arden Eggs Brown,8500,7,4,7900,348,False,6,West,5.06,Walker,0.0,15.12,43.1
"Dairy, Bread & Batter",Epigamia Misti Doi,3000,0,6,3000,85,False,85,South,1.24,Cycle,0.0,8.72,8.0
"Dairy, Bread & Batter",Amul Cheese - Block,24500,2,6,24000,500,False,500,West,6.98,Walker,0.0,18.96,68.5
"Dairy, Bread & Batter",Amul Butter - Pasteurised (School Pack),5900,3,6,5700,100,False,100,North,1.69,Cycle,0.0,10.07,9.2
"Dairy, Bread & Batter",Britannia Brown Bread ,4200,0,4,4200,400,False,400,South,4.36,Walker,0.0,13.72,42.8
"Dairy, Bread & Batter",Amul Fresh Cream,19700,3,3,19100,1000,False,1,East,3.17,Cycle,0.0,14.51,17.8
"Dairy, Bread & Batter",Epigamia Natural Greek Yogurt,4500,0,6,4500,90,False,90,North,1.32,Rider,1.58,16.6,6.5
"Dairy, Bread & Batter",The Bake Shop Pizza Base,3000,0,1,3000,150,False,150,South,0.68,Walker,0.0,6.36,5.8
"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,1800,5,6,1700,100,False,100,East,4.55,Rider,5.46,32.75,22.3
"Dairy, Bread & Batter",D'lecta Dairy Cream,5400,5,6,5100,200,False,200,North,5.74,Cycle,0.0,22.22,29.3
"Dairy, Bread & Batter",Nestle A+ Actiplus Probiotic Dahi Plain Curd,7800,3,5,7500,400,False,400,North,5.97,Walker,0.0,16.94,56.2
"Dairy, Bread & Batter",Bio Nutrients Pure Diet Tofu Gold ,6000,5,5,5700,200,False,200,South,3.64,Walker,0.0,12.28,33.0
"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,8800,2,2,8600,500,False,500,Central,5.55,Rider,6.66,37.75,22.0
"Dairy, Bread & Batter",Amul Mithai Mate Condensed Sweetened Milk,5600,3,4,5400,200,False,200,North,4.87,Walker,0.0,14.74,41.1
"Dairy, Bread & Batter",Arden Desi Eggs,11000,13,4,9500,348,False,6,North,5.21,Walker,0.0,15.42,49.0
"Dairy, Bread & Batter",Amul Cheese - Pepper,8500,3,6,8200,200,False,200,East,3.7,Rider,4.44,28.5,12.5
"Dairy, Bread & Batter",Amul Cheese Spread Creamy,8500,5,6,8000,180,False,180,West,4.62,Walker,0.0,14.24,42.1
"Dairy, Bread & Batter",The Bake Shop Foot Long,4000,0,1,4000,200,False,200,South,5.74,Rider,6.89,38.7,20.1
"Dairy, Bread & Batter",Amul Cheese Slices,36000,0,1,35900,750,False,750,South,3.09,Rider,3.71,25.45,15.2
"Dairy, Bread & Batter",Suguna Sharp Egg ,7200,13,3,6200,348,False,6,Central,5.74,Rider,6.89,38.7,17.5
"Dairy, Bread & Batter",Amul Cheese Sauce Mexican Salsa,7500,4,1,7200,200,False,200,Central,4.35,Rider,5.22,31.75,14.8
"Dairy, Bread & Batter",Nestle Everyday Dairy Whitener,21000,0,4,21000,400,False,400,South,1.58,Rider,1.9,17.9,5.5
"Dairy, Bread & Batter",Amul Pizza Cheese Processed,10900,4,6,10400,200,False,200,Central,0.66,Cycle,0.0,6.98,3.8
"Dairy, Bread & Batter",Betty Crocker Complete Pancake Mix Original,11000,4,6,10500,250,False,500,East,2.86,Cycle,0.0,13.58,15.6
"Dairy, Bread & Batter",Amul Lite Spread,4000,2,5,3900,100,False,100,South,4.05,Rider,4.86,30.25,16.1
"Dairy, Bread & Batter",Go Cheese Slice - Plain,14000,5,6,13300,200,False,200,Central,5.96,Cycle,0.0,22.88,40.2
"Dairy, Bread & Batter",Pillsbury Choco Chip Pancake Mix,9900,5,6,9400,165,False,165,South,1.33,Cycle,0.0,8.99,8.5
"Dairy, Bread & Batter",RRO Sour Cream,27500,50,4,13700,200,False,200,West,5.7,Walker,0.0,16.4,52.2
"Dairy, Bread & Batter",D'lecta Natural Feta Cheese Block,10000,5,4,9500,100,False,100,North,6.11,Rider,7.33,40.55,19.4
"Dairy, Bread & Batter",Suguna Active - DHA,7200,13,4,6200,348,False,6,South,1.48,Cycle,0.0,9.44,9.5
"Dairy, Bread & Batter",Go Cheese Processed Angles Plain,10000,5,6,9500,160,False,160,North,6.04,Walker,0.0,17.08,50.3
"Dairy, Bread & Batter",Epigamia Greek Yogurt - Natural,20000,0,1,20000,400,False,400,Central,6.94,Walker,0.0,18.88,66.4
"Dairy, Bread & Batter",Amul Unsalted Cooking Butter,24500,2,6,23800,500,False,500,North,5.22,Rider,6.26,36.1,18.3
"Dairy, Bread & Batter",The Whole Truth Dark Chocolate Peanut Butter - Creamy,23500,25,6,17400,325,False,325,South,5.6,Rider,6.72,38.0,21.5
"Dairy, Bread & Batter",The Laughing Cow Cheese Slices,15500,0,2,15500,200,False,200,West,6.96,Walker,0.0,18.92,60.6
"Dairy, Bread & Batter",Epigamia Almond Milk Unsweetened Dairy Free,30000,33,4,19900,1000,False,1,Central,4.44,Rider,5.33,32.2,20.9
"Dairy, Bread & Batter",Go Cheese  Spread Plain,9900,5,6,9400,200,False,200,South,2.5,Rider,3.0,22.5,8.1
"Dairy, Bread & Batter",So Good Almond Milk - Natural Unsweetened,7000,0,4,7000,200,False,200,Central,5.94,Walker,0.0,16.88,54.2
"Dairy, Bread & Batter",Amul Cheese Sauce Jalapeno,7500,0,5,7500,200,False,200,East,4.49,Walker,0.0,13.98,37.2
"Dairy, Bread & Batter",D'lecta Cream Cheese,16900,4,4,16100,150,False,150,North,4.28,Rider,5.14,31.4,18.9
"Dairy, Bread & Batter",Dlecta Natural Cheddar Slices,19900,5,6,18900,200,False,200,East,2.15,Cycle,0.0,11.45,14.6
"Dairy, Bread & Batter",Suguna Heart- Omega3,7200,13,4,6200,348,False,6,South,5.42,Rider,6.5,37.1,21.0
"Dairy, Bread & Batter",Go Cheese Spread - Garlic,9900,5,6,9400,200,False,200,West,1.03,Cycle,0.0,8.09,6.2
"Dairy, Bread & Batter",Go Pizza Cheese,14000,5,6,13300,200,False,200,Central,6.51,Walker,0.0,18.02,64.2
"Dairy, Bread & Batter",RRO Cheddar Block Cheese,29500,50,6,14700,200,False,200,North,2.62,Cycle,0.0,12.86,15.8
"Dairy, Bread & Batter",The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500,9,6,19400,325,False,325,Central,1.33,Walker,0.0,7.66,11.9
"Dairy, Bread & Batter",Suguna Fit Egg,12000,43,4,6800,348,False,6,South,3.38,Rider,4.06,26.9,14.0
"Dairy, Bread & Batter",Pantai Coconut Cream,15000,4,4,14300,400,False,400,Central,0.78,Rider,0.94,13.9,3.4
"Dairy, Bread & Batter",RRO Fresh Ricotta,27500,50,6,13700,200,False,200,North,4.95,Walker,0.0,14.9,40.7
"Dairy, Bread & Batter",Dlecta Cheese Cubes 2,14500,5,6,13700,200,False,200,South,6.37,Walker,0.0,17.74,61.4
"Dairy, Bread & Batter",RRO Mozzarella Pizza Cheese,27500,50,6,13700,200,False,200,Central,5.94,Walker,0.0,16.88,52.7
"Dairy, Bread & Batter",The Laughing Cow Cheese Cubes,15000,0,4,15000,200,False,200,West,1.33,Rider,1.6,16.65,4.2
"Dairy, Bread & Batter",Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,22900,10,6,20600,400,False,400,South,1.32,Rider,1.58,16.6,6.0
"Dairy, Bread & Batter",RRO Burrata Cheese,25000,50,4,12500,200,False,200,South,5.79,Cycle,0.0,22.37,33.3
"Dairy, Bread & Batter",The Whole Truth Dark Chocolate Peanut Butter - Crunchy,23500,20,5,18800,325,False,325,West,6.51,Walker,0.0,18.02,53.4
"Dairy, Bread & Batter",Go Cheese Processed Squares,12500,5,6,11800,200,False,200,East,3.49,Cycle,0.0,15.47,21.9
"Dairy, Bread & Batter",Funfoods Peanut Butter Crunchy,16900,7,1,15600,400,False,400,North,3.74,Rider,4.49,28.7,17.8
"Dairy, Bread & Batter",Amul Safed Makkhan,23500,1,6,23200,500,False,500,East,2.57,Cycle,0.0,12.71,17.4
"Dairy, Bread & Batter",Go Cheese Spread - Four Pepper (Soft & Creamy),9900,5,6,9400,200,False,200,Central,6.31,Cycle,0.0,23.93,43.6
"Dairy, Bread & Batter",Dlicia Whip Topping Bottle,23500,27,5,17100,1000,False,1,West,4.69,Rider,5.63,33.45,22.2
"Dairy, Bread & Batter",Amulya Dairy Whitener ,38000,2,4,37200,1000,False,1,East,2.37,Rider,2.84,21.85,7.1
"Dairy, Bread & Batter",Laughing Cow Cheese 8 Portion 120Gm Imported,11000,0,6,11000,120,False,120,South,2.44,Walker,0.0,9.88,21.4
"Dairy, Bread & Batter",The Whole Truth Peanut Butter - Sweetened & Crunchy,21500,20,6,17200,325,False,325,Central,6.29,Cycle,0.0,23.87,41.7
"Dairy, Bread & Batter",Go Processed Cheese Block,12500,4,6,11900,200,False,200,Central,0.59,Rider,0.71,12.95,2.2
"Dairy, Bread & Batter",Go Cheese Processed Block,24900,4,6,23700,400,False,400,East,2.6,Rider,3.12,23.0,10.9
"Dairy, Bread & Batter",RRO Goat Milk Fetta Cheee,34500,31,6,23700,100,False,100,East,4.1,Cycle,0.0,17.3,25.5
"Dairy, Bread & Batter",RRO Mascarpone Cheese,35500,50,6,17700,200,False,200,West,1.46,Rider,1.75,17.3,5.4
"Dairy, Bread & Batter",D'lecta Cheddar Cheese,19900,5,6,18900,200,False,200,North,1.1,Walker,0.0,7.2,10.8
"Dairy, Bread & Batter",Funfoods Peanut Butter Creamy,16900,0,1,16900,400,False,400,East,5.8,Walker,0.0,16.6,52.2
"Dairy, Bread & Batter",Pantai Coconut Milk,15000,0,4,15000,400,False,400,East,6.31,Cycle,0.0,23.93,37.4
"Dairy, Bread & Batter",Dlecta Cheese Block,14500,0,6,14500,200,False,200,South,5.85,Walker,0.0,16.7,58.5
"Dairy, Bread & Batter",President Butter - Salted,5400,0,6,5400,100,False,100,Central,6.34,Rider,7.61,41.7,25.3
"Dairy, Bread & Batter",The Laughing Cow Plain Processed Cheese Block,15000,0,6,15000,200,False,200,North,4.1,Rider,4.92,30.5,13.8
"Dairy, Bread & Batter",Yoga Bar Peanut Butter Dark Chocolate Jar,24900,0,4,24900,400,False,400,South,5.78,Rider,6.94,38.9,23.3
"Dairy, Bread & Batter",The Laughing Cow Cheese Spread Plain,11000,0,6,11000,180,False,180,West,3.0,Rider,3.6,25.0,13.9
"Dairy, Bread & Batter",Amul Malai Paneer Fresh ,7600,3,0,7300,200,True,200,West,4.83,Cycle,0.0,19.49,31.7
"Dairy, Bread & Batter",Amul Taaza Toned Homogenised Milk,6600,3,0,6400,1000,True,1,East,6.93,Walker,0.0,18.86,66.4
"Dairy, Bread & Batter",Amul Fresh Cream,6300,0,0,6300,250,True,250,East,1.97,Walker,0.0,8.94,18.5
"Dairy, Bread & Batter",Amul Lactose Free Milk,2500,4,0,2400,250,True,250,West,3.03,Rider,3.64,25.15,10.6
"Dairy, Bread & Batter",The Bake Shop Whole Wheat Bread,4000,0,0,4000,400,True,400,East,3.62,Cycle,0.0,15.86,24.3
"Dairy, Bread & Batter",Amul Slim Trim Skimmed Milk,7500,0,0,7500,1000,True,1,North,1.4,Rider,1.68,17.0,6.7
"Dairy, Bread & Batter",Amul Cheese Slices,7100,1,0,7000,100,True,100,East,1.03,Rider,1.24,15.15,3.5
"Dairy, Bread & Batter",Amul Pizza Cheese - Mozzarella,10000,1,0,9900,200,True,200,Central,5.89,Cycle,0.0,22.67,31.0
